 (2.499999999999999167e-01-6.106226635438360972e-16j), (7.524406591793856041e-16+2.544853957022593217e-18j), (1.052063066585464807e-01+2.267854339221718751e-01j), (-4.318408001569832079e-16+3.143912818670586188e-16j), (-3.608224830031758756e-16+1.942890293094023946e-16j), (1.701560779119837274e-01+1.831581533801070472e-01j), (-1.757415923819993508e-01+1.778057724232798564e-01j), (3.191891195797325054e-16+2.775557561562891351e-17j), (2.500000000000003886e-01-5.412337245047638135e-16j), (7.324341572981909334e-16+6.596177694048328607e-17j), (-1.079884322291567444e-01+2.254739419637859787e-01j), (-1.174966966521403250e-16-4.028524946192582789e-16j), (-3.747002708109903324e-16-1.249000902703301108e-16j), (3.556996073884095736e-16+2.499999999999999167e-01j), (1.878312264723119018e-01+1.649831214455191597e-01j), (-1.022719736695906540e-16-1.942890293094023946e-16j), (2.500000000000003331e-01-4.510281037539698445e-16j), (4.948802962427175447e-16+6.809682589075899714e-17j), (-2.043546022873405921e-01+1.440110986139006566e-01j), (-2.156077293988063495e-16-6.177053702226118917e-16j), (-2.637231672608341543e-02-3.535401708045141089e-02j), (6.126682089506787880e-03+2.460021507087861992e-01j), (1.289766081689712185e-01+2.141612349264626070e-01j), (-8.413408858487514408e-17+8.326672684688674053e-17j), (2.500000000000003331e-01-3.400058012914541905e-16j), (4.465493387577890640e-16+8.871190481647387009e-17j), (-1.907725138629566830e-01+1.615730421648606530e-01j), (1.549243738212313169e-16-4.589542321372766481e-16j), (-1.387778780781445676e-17+1.387778780781445676e-16j), (2.182669655662978492e-01+1.218996790089312832e-01j), (-1.623201418407537733e-01+1.901372439918004864e-01j), (-2.775557561562891351e-17-1.387778780781445676e-16j), (1.784602203465659766e-16-1.390283515438844988e-16j), (8.560341088001665462e-18-7.193516172030779679e-18j), (-5.769676131884377747e-17-2.236034671324643711e-16j), (1.161098123530577042e-17-9.374528026538947979e-17j), (5.883191311387026928e-17-5.426986615690314527e-17j), (-1.145164089166178912e-17+2.662252736535794441e-17j), (2.217103213860612425e-17+4.143705240388106013e-17j), (5.937500902753716874e-17+1.077202539186654786e-17j), (-1.709945422326334336e-16-1.139624797129805811e-16j), (-1.022706195612322070e-16-6.039233931792358787e-18j), (4.798831422115289459e-17+3.986651173547370393e-17j), (-5.968889496208807595e-17-1.295788223398194437e-16j), (1.241132608619640828e-17-1.679319958374580379e-17j), (-7.445270843322767708e-17+1.844449157607713968e-17j), (3.901983889929206357e-17+4.454944232591055128e-17j), (-2.590075360471331999e-17+1.623657161086220947e-17j), (3.034752650384283409e-17-1.448212887235016387e-16j), (2.171533549189257211e-17-5.678961443858108183e-17j), (-5.813560682050793777e-17-7.672509035327485235e-17j), (1.386950430697233288e-16-1.039144103838958844e-16j), (7.655037233533322487e-17-1.870454841544831802e-16j), (-1.781157397296453386e-17+6.131142746808899243e-17j), (-7.577937976853792092e-18+4.029155006461651077e-18j), (9.858545585824059492e-18+2.733085864013671417e-17j), (8.435993636302513104e-18-1.374969506081910974e-16j), (1.343182318208287348e-17-3.226761538421020761e-17j), (1.085377903946479693e-17-1.729389115213543016e-16j), (8.817653218039620230e-17-7.182967601903131108e-17j), (-2.185723742547663679e-16-2.724392833019396720e-17j), (-1.096108056903562121e-16-1.000194578195845578e-17j), (2.474672253396081328e-18-1.279100732685249405e-17j), (-3.016918997647976384e-17+8.026985704626852803e-17j)
 (2.499999999999998612e-01-1.013078509970455343e-15j), (6.078777089091676242e-16-4.210896887770434948e-17j), (-1.347081230890866954e-01+2.106032325815903605e-01j), (-3.456737492975319063e-16-2.829820796031332840e-16j), (-1.922337562476065381e-02-6.660559838166278668e-02j), (6.660559838166398017e-02+2.307766243752405744e-01j), (1.413882790692045921e-01+2.061779681291103505e-01j), (5.065392549852276716e-16+3.330669073875469621e-16j), (2.500000000000006661e-01-1.332267629550187849e-15j), (5.328107463416718868e-16+1.952433425373657113e-16j), (1.573935586714857449e-01+1.942350835681476984e-01j), (-5.546413522744774160e-17+5.431844308238852932e-17j), (-3.625741892306769132e-02-3.335192266816354445e-02j), (1.803874012473755117e-01+1.659320170991502585e-01j), (-2.241976365085830980e-01+1.106138317931592424e-01j), (8.326672684688674053e-17-2.081668171172168513e-17j), (2.500000000000002776e-01-1.137978600240785454e-15j), (5.743859529818073393e-16+1.781786634284002303e-16j), (-1.563706286823369762e-01+1.950595459993962610e-01j), (2.762152183478206187e-17-5.570867708630780593e-16j), (-3.851086116668511750e-16-1.249000902703301108e-16j), (2.499692407067324040e-01+3.921568627450350633e-03j), (-7.037275553384042537e-02+2.398909653958948285e-01j), (-1.249000902703301108e-16-7.415942859800850329e-17j), (2.500000000000004996e-01-1.221245327087672194e-15j), (6.060944144735377473e-16+4.741976834963317842e-17j), (-9.777009901686516125e-02+2.300891299871253848e-01j), (3.862434100779404614e-16-2.958034837153076806e-16j), (-1.978233021626074617e-02-5.015210669232673946e-02j), (-5.125896288770767292e-03+2.440638252440809342e-01j), (9.798727486171122936e-02+2.299967259879486248e-01j), (1.021318446481345177e-16+1.249000902703301108e-16j), (3.299233586046686302e-17+4.921925183977296089e-18j), (7.349527636117934296e-18+1.554352412783500328e-17j), (2.043094443294174103e-16+7.271752778527628958e-17j), (-6.016300479188630451e-17-5.807374540251131313e-17j), (-7.277574676722989476e-18-1.211728492715146628e-17j), (3.610905385919161565e-18+1.410952564024312538e-16j), (3.959175136541724547e-17+1.929882644795781790e-17j), (-2.392623406841517631e-17-1.084043472166681715e-16j), (-1.103763551011612017e-16+2.182078562453000505e-17j), (-3.344793042811444020e-17-1.004401120704301636e-17j), (2.843164851970553045e-17-3.677527462532510522e-17j), (1.016047708726294958e-16-5.957396966484642914e-17j), (3.548665859230354555e-17-7.505077351298535111e-17j), (2.733174593554717960e-17-4.077456328378210709e-18j), (1.615452110603908290e-16+1.290516008661597873e-16j), (-8.976977747318951978e-18-8.709896732829806509e-17j), (-1.364747578931578062e-16+4.118633235218393200e-17j), (2.237073691660916816e-17+1.669869960146434179e-17j), (-2.224874374744214541e-17+2.243745719630529876e-17j), (-9.293899075875453729e-18+8.091152427699335240e-17j), (6.689586085622894202e-17-4.830806270447801607e-17j), (1.233343143550639803e-18-4.364157124905996081e-17j), (2.721212359852267839e-17-3.336013984804373362e-20j), (1.594621663815424067e-17-2.723166551600297752e-17j), (-9.269974608470556570e-17-5.529635249737991905e-17j), (8.862228975632730569e-17+1.980969390507633652e-17j), (1.759482372139387608e-17+2.542021819706846757e-17j), (-1.254768560907182782e-16-5.508520986032465631e-17j), (-8.471972865444452530e-17-5.111881574945752784e-17j), (-1.009742810784864390e-16-3.907516021318609837e-17j), (-7.273856200346153617e-17+4.788407557572703972e-17j), (6.389727289382390337e-17+5.137249677706538738e-17j)
 (2.500000000000002220e-01+1.665334536937734811e-16j), (8.307224561034949899e-17+2.256419202975735227e-17j), (-2.110379055387494596e-01+1.340261259076667155e-01j), (-1.620899296727711779e-16-5.801523470213838317e-16j), (-2.201970810332077449e-02-7.251949456334347288e-02j), (6.921696248218239811e-02+2.279584775086508364e-01j), (1.465138012314439742e-01+2.025677813688862294e-01j), (2.567390744445674500e-16+2.359223927328457648e-16j), (2.500000000000003331e-01+2.844946500601963635e-16j), (1.770005931743206029e-16-1.691125616363486546e-16j), (-2.211474151189236625e-01+1.165925417263828090e-01j), (3.547884182531142960e-16-5.533314685429550659e-16j), (4.163336342344337027e-17-1.249000902703301108e-16j), (2.473511091849881494e-01-3.629640181831132739e-02j), (-9.893855183704235168e-02+2.295891176872041917e-01j), (-5.551115123125782702e-17+9.194034422677077600e-17j), (2.500000000000006661e-01+4.024558464266192459e-16j), (2.413287052930765240e-16-4.487491439261059136e-17j), (1.148544660573279780e-01+2.220550644022469544e-01j), (2.877267387284726159e-16-1.858779815175090130e-17j), (-1.387778780781445676e-16+2.289834988289385365e-16j), (-1.553956435595751362e-01+1.958371618531715708e-01j), (-1.995206818851560926e-01+1.506369725534954240e-01j), (-1.734723475976807094e-16-1.387778780781445676e-16j), (2.500000000000002220e-01+2.567390744445674500e-16j), (3.505775213653438610e-16+1.025388547883751148e-16j), (-2.081691381378610872e-01+1.384399145006236231e-01j), (2.052988011346339460e-16-4.832693404936433018e-16j), (-6.260097873659331569e-03-2.121428962426834958e-02j), (2.727855165707000068e-02+2.475210005430704130e-01j), (1.848843355968232960e-01+1.682788829619489002e-01j), (1.214306433183764966e-17+9.714451465470119729e-17j), (7.081224018047945777e-17-9.118333276786023592e-17j), (-1.068097662299015589e-16-2.136519105688236933e-17j), (-5.396865262939764402e-17+1.604677122412690453e-16j), (2.929230642981493436e-17-9.182764078437089250e-17j), (-2.407635469773146247e-17-5.762268911390506976e-17j), (3.654224466180247469e-17+5.245914842373618193e-17j), (6.864007145689810353e-17-1.405474725572510724e-17j), (4.299726323254919946e-17-2.467634619958270658e-17j), (-4.471383738848294571e-17-1.509460158815697321e-16j), (1.182730564267277920e-17-5.377519751624931816e-18j), (7.251499611404540087e-17-2.347636319588016598e-17j), (-3.627822539057427882e-17-6.853999103735394151e-17j), (-1.703230099994489006e-17-1.030268274650432797e-16j), (5.122086023065669424e-18+2.298740848838448035e-17j), (1.455122920559572378e-17+1.148935009593110636e-17j), (1.120785437498470151e-16-6.077258312169760913e-17j), (5.584630378945912838e-17-9.454976080003161014e-18j), (-9.227178796179344692e-18+9.636069168039677900e-17j), (-3.729758947266888697e-17-4.270274566902923712e-17j), (6.462933540821602959e-17-3.234802784395607702e-17j), (1.253975643816525095e-16+1.335915608733695354e-16j), (-8.394157330805349870e-18+4.630841837524958909e-17j), (-1.972429868665941506e-16+9.929916158965595432e-17j), (7.305112918375688716e-17+7.231246444281452448e-17j), (-1.366783702942904100e-18-2.115531678508786527e-16j), (8.762819128682572684e-17+1.120929292570948802e-16j), (2.627763291228968402e-18+2.588679456268314678e-18j), (-2.548173122022123992e-17-8.340584700883008424e-17j), (-1.826564414349548364e-17+1.039380166003385204e-16j), (-6.960653348166428561e-17-7.129547119286250567e-17j), (2.580388522847659903e-17-3.820877860796409063e-17j), (-4.238059166077384104e-17+2.383187734398363661e-17j)
 (2.500000000000004441e-01-2.636779683484746784e-16j), (5.323551517740244452e-16-2.414928968795400193e-17j), (-2.155428136294447183e-01+1.266542359840464593e-01j), (-9.282844497981273453e-17-4.481439197445557998e-16j), (-2.428612866367529932e-16-2.359223927328457648e-16j), (2.183571308043959214e-01-1.217380935733431979e-01j), (-9.910944488382225637e-02+2.295153980342502231e-01j), (8.326672684688674053e-17-2.081668171172168513e-17j), (2.500000000000004996e-01-5.551115123125782702e-16j), (4.667903436487477064e-16+1.566227948609997094e-16j), (-1.022699759224429683e-01+2.281246414239876952e-01j), (1.840569920482335849e-16-3.652994714180301696e-16j), (-1.609886264891002144e-02-4.655940070530849295e-02j), (8.009483527873820230e-02+2.316416762783546079e-01j), (1.247423521742365843e-01+2.166548997231288465e-01j), (1.630640067418198669e-16-2.081668171172168513e-16j), (2.500000000000001110e-01-4.857225732735059864e-16j), (2.936036785469908926e-16+5.125323833967728200e-17j), (-1.266190181847244300e-01+2.155635039470650272e-01j), (1.646616065335543308e-17-5.045125383813586175e-16j), (-3.053113317719180486e-16+2.636779683484746784e-16j), (3.302532081160803722e-03+2.499781856119708268e-01j), (1.329065727991741164e-01+2.117447588649546408e-01j), (1.853985714950212582e-16-2.636779683484746784e-16j), (2.500000000000003886e-01-5.551115123125782702e-16j), (4.803275177214141366e-16-1.280253276728814163e-16j), (1.215475755191779417e-01+2.184632392083616370e-01j), (2.909630790642217742e-16+3.709742863358049514e-17j), (-1.387778780781445676e-16+2.775557561562891351e-17j), (-1.328747882126647406e-01+2.117647058823529105e-01j), (-1.055507525747096109e-01+2.266253265434212127e-01j), (-6.938893903907228378e-17+4.163336342344337027e-17j), (1.267919845293307981e-16-1.869549893212171395e-16j), (-6.150689371437879330e-17+1.121063407089749012e-17j), (-4.703326489382419792e-17+1.844291020213335847e-18j), (-2.047926753418003473e-17+6.595131158108562683e-17j), (7.340782874793163396e-17+1.296918616190430877e-16j), (2.185533118044934654e-17+2.336532640152457668e-17j), (-6.627619234566053797e-18+6.023197314987103086e-18j), (1.874830787099844494e-17+1.442145293640786186e-16j), (-7.896715283723586686e-17-1.015380505929333714e-16j), (-4.882841349016697832e-18-4.960812612772480805e-17j), (6.461837903340458998e-17-5.778376611803276472e-17j), (4.975252306192840411e-17-1.276709989408492711e-16j), (2.053764777891414978e-17-3.506096960891205669e-17j), (7.716243666739697744e-18-2.975017013698322775e-17j), (-5.705201048827420193e-17+5.796319962356952885e-17j), (-1.036711354815540226e-16-2.894251597682407372e-17j), (-6.239044640493855090e-17-1.412146753542120087e-17j), (-7.488969650885764383e-17-3.523122486374427391e-17j), (4.037522363643282256e-17+4.923307006214099207e-17j), (3.499770388480788150e-17+4.519232673658111076e-18j), (5.666313620032272454e-17-4.049819883642727662e-18j), (-4.150848636043929110e-17-2.347063950076754982e-17j), (4.873602082739015951e-17-3.748630292153205881e-17j), (-1.225534511968248184e-16+1.131261115615571990e-16j), (-2.875380252796095118e-17-5.659641592062667406e-17j), (8.421793775540857569e-18+3.315341286459453332e-17j), (-9.764930771341835100e-17-5.139142056335456165e-17j), (-1.195368136176444219e-16-4.983592341154857815e-17j), (2.549554944258895680e-17-1.311019798058177665e-17j), (-4.767757291033494694e-17-3.590889302010312214e-17j), (8.762222208400624515e-17+5.040433289765870512e-17j), (-7.040120763519814935e-17+1.681368196682563914e-17j)
 (2.500000000000002220e-01-5.033797770730952478e-16j), (2.537726825075247371e-16-2.128959629368317810e-16j), (4.163336342344337027e-17-1.557976026075122012e-16j), (-1.126266914946638757e-16+4.331158802891813974e-17j), (1.526556658859590243e-16+0.000000000000000000e+00j), (2.460784313725490335e-01-4.410675246745939665e-02j), (-2.293720442322774167e-01-9.944076289282068049e-02j), (-5.551115123125782702e-17-1.908195823574487804e-16j), (7.632783294297951215e-17+0.000000000000000000e+00j), (1.621546858908122918e-17-1.153278807915291393e-17j), (1.212519594803163903e-01+2.186274509803919353e-01j), (-9.684392269277983922e-17-1.003714277290788283e-16j), (2.181480481939580652e-17-1.617914388576266470e-17j), (-1.055487866416153036e-17+2.062652631594000357e-17j), (-4.757413421967646493e-17+1.278029046203122933e-16j), (6.635163325926237350e-17-1.205747375863919873e-17j), (-2.775557561562891351e-17+2.775557561562891351e-17j), (8.827249930333650668e-17+2.088196004449928137e-17j), (2.187605977361052056e-01+1.210115733231414137e-01j), (-1.587120542503746885e-16+3.118140498010155241e-17j), (-3.952879094257853284e-17-8.796900381513380457e-18j), (1.359915268807746535e-17+6.067387224900483546e-17j), (1.131268749433804668e-16-1.573579428542062886e-17j), (-3.969755548007397433e-17+9.576969249170193005e-18j), (2.498001805406602216e-16-6.938893903907228378e-18j), (-3.296469941573138613e-17-2.264235969967867204e-17j), (-2.140595884455104847e-01+1.291452383734630338e-01j), (6.145162082490786419e-17-3.623771905632812450e-16j), (3.622643425808442905e-18+8.016712889982115667e-17j), (-1.998745097912807800e-17+2.587751461935660348e-17j), (1.802580450277331214e-16+6.569044899019198046e-18j), (1.306933602151421328e-17+6.263112200276577514e-17j), (-2.081668171172168513e-17-1.008270222967264301e-16j), (-1.387778780781445676e-17+3.838604466660203633e-17j), (1.291452383734630893e-01+2.337075548738890489e-16j), (-2.140595884455104292e-01+1.640413501610529823e-17j), (5.790036201429958354e-17+8.174784257549322794e-17j), (6.348637340957090660e-17+1.173274074393264633e-16j), (1.053677187891962091e-16-8.287810408969502339e-18j), (-1.639323697097220398e-16+3.122105656400886245e-17j), (3.124975970688118748e-02+2.480392156862747388e-01j), (-3.102194688142488130e-16+1.348916242966162534e-16j), (-1.144917494144692682e-16+2.775557561562891351e-17j), (-7.804451631171539392e-17+7.180633864998103662e-17j), (4.349935040828482868e-02+1.367362769334598549e-01j), (-6.206247780048285145e-02+1.950877903245046563e-01j), (8.122337429540843479e-02-1.665334536937734811e-16j), (-2.364376523907899541e-01-1.942890293094023946e-16j), (3.124975970688123605e-02+2.480392156862747943e-01j), (-4.470082861884067789e-16+3.157580655700014860e-16j), (-1.075528555105620399e-16+1.526556658859590243e-16j), (1.997615931801962770e-16-1.095480753000723856e-16j), (-2.220446049250313081e-16+3.823529411764710340e-02j), (-5.134781488891348999e-16-2.470588235294116086e-01j), (-1.280046612921634797e-01+6.418476861114186249e-17j), (2.147435835769685164e-01-1.387778780781445676e-16j), (2.500000000000002220e-01-3.439781058603934970e-16j), (-1.180480367455345136e-16+3.735560597466128672e-16j), (9.714451465470119729e-17+3.701926096365918769e-17j), (-4.138649319127226219e-17+1.124379780458007100e-16j), (2.169127258746636755e-01-2.732822123386077426e-02j), (1.203009637196860576e-01-1.515637839099367307e-02j), (-1.624602513951541038e-01+4.805184028455755652e-16j), (1.900175431812111959e-01+0.000000000000000000e+00j)
 (1.370431546021677605e-16+5.896389201400048330e-18j), (1.249000902703301108e-16-4.913923191320730551e-18j), (3.124975970688093768e-02-7.731181675637228837e-18j), (2.480392156862745168e-01+8.783873855342766455e-17j), (-5.141844538312991711e-17+2.195869097912284533e-17j), (1.396388255670221886e-17+5.366462841521345736e-17j), (1.424471319113986102e-18+7.331076977443515786e-17j), (-1.484907846182952835e-16-4.744357832820409505e-17j), (-2.386351027955869453e-01+7.452038455174228582e-02j), (-2.055980603624389207e-16-1.189592258808297666e-16j), (-1.110223024625156540e-16+1.526556658859590243e-16j), (4.760848179849633177e-17-3.334212631345768051e-17j), (2.914335439641035919e-16-9.020562075079396891e-17j), (-2.460784313725491446e-01+4.410675246745934808e-02j), (1.959162943126340484e-01+1.552958647962181526e-01j), (2.914335439641035919e-16+2.949029909160572061e-16j), (1.387778780781445676e-17+0.000000000000000000e+00j), (4.248639577543063770e-17+2.996425089106120957e-17j), (2.441176470588233838e-01-5.391265523477524468e-02j), (-1.025712328973956409e-16+2.903039707945157352e-16j), (-5.872496896284019517e-18+4.903005298505926932e-17j), (-8.268960112197161373e-17+7.359751515460662429e-17j), (1.071948074001703374e-16+8.472651150365622504e-17j), (-5.596943894400030040e-17-2.015505218252056906e-17j), (4.857225732735059864e-17-1.249000902703301108e-16j), (4.716907628535895603e-17+8.095060811195401845e-17j), (-1.436410306698920336e-01-2.046148926840152815e-01j), (9.464411752446305124e-17-8.663883448160915410e-17j), (-1.142318884174093788e-16-5.592735825672183546e-17j), (-4.995568564916472253e-17+6.908407859067341601e-18j), (-9.577053700542195748e-17+6.784121468156019750e-17j), (-2.532709470335374611e-17-5.417607400407432922e-18j), (-1.136998184615948954e-01-2.226484926555769017e-01j), (3.451170922795124955e-16-3.891199013717885554e-16j), (2.775557561562891351e-17+1.387778780781445676e-17j), (-1.902720366488826471e-17+3.456043092317870834e-18j), (-1.162629757785484802e-02-5.264412217042709757e-02j), (5.264412217042649389e-02-2.383737024221455891e-01j), (1.340123048678286688e-01-4.093947403305264743e-16j), (-2.110466823809654113e-01+9.714451465470119729e-17j), (0.000000000000000000e+00+4.349194163515747966e-17j), (-1.526556658859590243e-16+8.214486742054398296e-17j), (-5.391265523477512672e-02-2.605931895703587683e-17j), (2.441176470588233005e-01-1.110801445935213941e-16j), (1.031451134548704603e-16-1.611483028494669469e-17j), (-1.289735561260696599e-16-1.355396213175078800e-17j), (8.997643030474061527e-18-9.378370988659329094e-19j), (2.701480248501760399e-17+3.998918614953672944e-17j), (-2.500000000000000555e-01+5.641255918811657004e-16j), (-1.468018392734954463e-16-3.847153128391815423e-17j), (-1.804112415015879378e-16+1.945990345208543891e-17j), (-8.233080326677716541e-18+2.920269136966841310e-17j), (-2.042582165108653147e-01+1.389843274313231625e-01j), (-3.161139065049121954e-02+2.150947924532358238e-02j), (1.471981874491055664e-01-3.261280134836397337e-16j), (-2.020710113096333971e-01+2.099015405931936584e-16j), (7.263508408624197443e-02+2.392156862745094537e-01j), (8.423077394694886124e-17+2.834376741707809228e-16j), (-4.510281037539698445e-17-1.387778780781445676e-17j), (1.423536617733311674e-17+4.744659125339393530e-18j), (2.412302960399846652e-01-3.039192316590820162e-02j), (5.771825353147497228e-02-7.271759623046139889e-03j), (8.122337429540833764e-02-1.040834085586084257e-17j), (-2.364376523907898986e-01+3.391384395534657870e-16j)
 (6.850663089750585464e-17-2.910694584392185713e-17j), (-2.775557561562891351e-17+1.387778780781445676e-17j), (-8.846121275219963538e-17-2.470593683606624142e-16j), (-2.450980392156862642e-01+4.926409618196537360e-02j), (-3.388831797207953692e-18-2.886888658594410625e-17j), (7.238047645624830517e-17+8.621996514559907632e-17j), (-1.032269883041316038e-16+2.075996687533225862e-17j), (-8.278881731210916007e-17-1.131081790232396356e-16j), (-4.055347172589834132e-17+5.122086023065681750e-18j), (-2.428612866367529932e-17+1.387778780781445676e-17j), (-2.610945736989071391e-16+1.030268274650432551e-16j), (-8.169673198431204320e-02+2.362745098039213953e-01j), (1.093040889617382661e-16+7.971726496840333859e-17j), (3.409920653044888641e-17+7.538387296806378669e-17j), (1.071595566828933317e-17+9.373292838916784757e-17j), (1.447305079690168142e-17-1.293382783289864501e-17j), (2.470588235294118029e-01-3.823529411764761687e-02j), (-2.392070677946810435e-16+2.096104728426060203e-16j), (-8.326672684688674053e-17-3.295974604355933479e-17j), (-3.899797457409229620e-17-4.367325495742296648e-17j), (-1.663439334822752191e-01-1.866271571707731058e-01j), (-1.578790327850007430e-16-2.454290564019051747e-16j), (1.038381007701985881e-01+2.274151464358478703e-01j), (5.477403765003619278e-17+4.855204904281209238e-17j), (-1.387778780781445676e-17+4.857225732735059864e-17j), (-1.415692074714879494e-16+1.295970138791976875e-16j), (2.146312737939682913e-01+1.281928871255284264e-01j), (1.967206720192504120e-16+2.038929335967303759e-16j), (-5.254979302193432308e-17+7.889049161769777714e-18j), (7.058444289665563837e-17-3.519214102878367566e-17j), (-5.500306248862774142e-17-1.466669272399142960e-16j), (-2.871749629562949183e-18-3.955463159211178719e-18j), (1.463789493278273568e-01+2.026652491022605806e-01j), (-1.259751521184670910e-16+2.781268746988520692e-16j), (-2.775557561562891351e-17-8.326672684688674053e-17j), (1.310419652520618621e-16-1.756606323751382708e-17j), (-2.030305335678368739e-02-5.871830932378200446e-02j), (7.913369725539273758e-02-2.288619761630145966e-01j), (5.817452431037990757e-02-2.740863092043355209e-16j), (-2.431372549019611140e-01-4.163336342344337027e-17j), (2.088774414904343013e-01-1.373688990871307081e-01j), (6.236280996020310483e-17-1.414519559666059636e-16j), (1.387778780781445676e-17+0.000000000000000000e+00j), (4.176392008899853808e-17+1.299420626679034434e-16j), (2.427071122434876216e-01-5.994378755490240018e-02j), (2.081668171172168513e-16+1.733201056611490134e-16j), (1.167732615777393596e-01-2.498001805406602216e-16j), (-2.210520422445743094e-01+2.643080192542059314e-16j), (3.122502256758252770e-17-1.083320717317121884e-17j), (-1.526556658859590243e-16+3.127576170453313525e-17j), (-8.169673198431283423e-02-2.422075163193513864e-17j), (2.362745098039216729e-01-2.900412504319962528e-16j), (-2.602734873583546382e-17-1.147567764585390078e-16j), (-2.089159020031447523e-17+1.851509881422757697e-18j), (-4.128334443642366312e-18-1.774740390010650313e-17j), (-1.213704097107005848e-16-7.474498393966635517e-18j), (-4.406383083214687746e-02-2.460861207227990344e-01j), (-4.756939796353566572e-17-3.187908922036921948e-16j), (-5.377642775528101993e-17-5.551115123125782702e-17j), (9.671048213338762731e-17-6.445206934957807156e-17j), (2.450980392156861254e-01-4.926409618196563728e-02j), (3.053113317719180486e-16-1.332970433098495422e-16j), (5.817452431038025451e-02-1.387778780781445676e-16j), (-2.431372549019608365e-01-5.896874548329634001e-17j)
 (-3.487116644743179296e-17-5.018571386453942031e-17j), (-9.002263099519423081e-17+2.775557561562891351e-17j), (1.188525839868580523e-16+5.766394039576455424e-18j), (4.848980390932254998e-16-2.500000000000002220e-01j), (-2.193909775781104779e-17+5.785578639758622348e-17j), (-7.118610074248078105e-17+6.250811573695072515e-17j), (1.023928222789615150e-16+1.835724045107418637e-18j), (1.026364944862665799e-16-3.696348962831678383e-17j), (3.469446951953614189e-18-1.092875789865388469e-16j), (-8.326672684688674053e-17-3.469446951953614189e-18j), (6.660559838166241198e-02-1.922337562476017156e-02j), (2.307766243752406576e-01-6.660559838166241198e-02j), (3.452540523943279889e-17+7.524127216209492790e-17j), (1.683738428556489397e-17+6.216904669391434787e-17j), (3.693260600395936413e-17-3.285297644885284649e-17j), (8.912148227200576770e-18+2.768281156682101621e-17j), (5.678512936948980276e-17+5.780142821878430727e-17j), (-4.163336342344337027e-17-3.642919299551294898e-17j), (9.862721712840967911e-17-4.999225381643768625e-16j), (2.490196078431373139e-01-2.211865524054620891e-02j), (-5.365688087475976006e-17+3.867352784981317122e-17j), (2.633491620213649333e-17+5.651310435061215647e-19j), (-3.800771048313432358e-17+3.367758822507307254e-17j), (1.045910937828334070e-17+8.479014751579481099e-17j), (-2.401960784313726394e-01+6.932419423397573333e-02j), (-8.003941897665876548e-17-3.785178443454111874e-16j), (-4.163336342344337027e-17+4.163336342344337027e-17j), (1.191021497687920215e-17+2.534493779785889642e-17j), (1.454050710369204913e-01+2.033651034881553410e-01j), (6.775177710205326587e-17+2.216086264481467149e-16j), (-8.169673198431262606e-02-2.362745098039216174e-01j), (-2.723604806592756261e-16-2.086308869961296295e-16j), (-2.331207012173991955e-01+9.030359164456319698e-02j), (-5.925181565659106387e-17+2.580226632302557519e-16j), (-8.326672684688674053e-17-2.775557561562891351e-17j), (2.011091719453643878e-18+2.455909469470076081e-17j), (-2.043546022873410917e-01+1.440110986139009064e-01j), (4.857225732735059864e-16-5.010241171800203192e-16j), (-6.212933144217659687e-02+1.457167719820517959e-16j), (2.421568627450981781e-01-8.538259655760812056e-17j), (1.022806503411255591e-01+2.281198557026468121e-01j), (2.253248449333089066e-16+7.381743036943467125e-17j), (5.551115123125782702e-17+9.714451465470119729e-17j), (9.067720697502669876e-17-7.563980864002518951e-17j), (2.500000000000002776e-01-6.570807716944306055e-16j), (-8.326672684688674053e-17+4.972923228618025904e-16j), (-6.212933144217628462e-02+1.719566748211762470e-16j), (2.421568627450984001e-01+1.068646623007751738e-17j), (8.169673198431323669e-02+2.362745098039216729e-01j), (-2.871471869300029130e-17+4.863021671273340599e-17j), (4.510281037539698445e-17+5.551115123125782702e-17j), (-7.573416536445674770e-17+2.765389994380255103e-17j), (-2.115532487504803993e-01+1.332111967633253791e-01j), (-2.636779683484746784e-16-3.566498803586655296e-16j), (6.212933144217652054e-02+9.714451465470119729e-17j), (-2.421568627450985667e-01+8.134422406419060055e-17j), (-4.613115231661164339e-17+6.841227417307428412e-17j), (-4.163336342344337027e-17+4.424679543061006843e-17j), (4.014857109163153131e-16-2.286245526857840640e-16j), (-2.500000000000003886e-01-7.111407669139413196e-17j), (3.540324316441745778e-17+7.459227832791350557e-19j), (3.277282419453671309e-17-4.077678216256506232e-17j), (2.670952669049624958e-17+3.380674072479416720e-17j), (-9.679609305047199963e-17-3.072425906563842182e-17j)
